datetime,featured_article,link
2026-03-07 01:35:05 EST,"""Mean"" is a song written and recorded by the American singer-songwriter Taylor Swift (pictured), and is from her third studio album, Speak Now (2010). Big Machine Records released it to US country radio on March 7, 2011. Produced by Swift and Nathan Chapman, ""Mean"" is a six-string banjo-led country, country pop, and bluegrass track that incorporates fiddles and mandolins. In the lyrics, Swift addresses her detractors and strives to overcome the criticism and achieve success. Several publications have listed ""Mean"" as one of the best country songs. It won Best Country Song and Best Country Solo Performance at the 2012 Grammy Awards. The track received certifications in Australia, Brazil, Canada, New Zealand, the United Kingdom, and the United States. The music video, which features themes of self-empowerment and anti-bullying, garnered multiple industry nominations. Swift included ""Mean"" in the set lists of the Speak Now World Tour (2011–2012) and the Red Tour (2013–2014). (Full article...)",https://en.wikipedia.org/wiki/Mean_(song)
2026-03-08 01:37:51 EST,"Luisa Capetillo (1882–1922) was a Puerto Rican labor organizer, writer, and cigar factory reader—a person whose job is to read aloud to cigar factory workers. She began writing for her local paper in 1904. In 1905, she became involved with a local anarcho-syndicalist union, organizing an agricultural strike in her hometown of Arecibo and eventually becoming a leader in the union. Starting in 1912, she journeyed across the Atlantic and Caribbean, organizing workers, and in 1915, she was arrested in Cuba for wearing trousers. She was deported back to Puerto Rico but continued to travel and organize until her death. Capetillo published four books in her lifetime, covering a wide variety of forms, genres, and topics. She advocated for free love, universal education, and women's liberation. Interest in her life surged in 1990 with the publication of a biography by journalist Norma Valle Ferrer. Capetillo is considered one of Puerto Rico's earliest feminists. (Full article...)",https://en.wikipedia.org/wiki/Luisa_Capetillo
2026-03-09 02:57:17 EDT,"The Zungeni Mountain skirmish took place on 5 June 1879 between British and Zulu forces in what is now South Africa during the later stages of the Anglo-Zulu War. British irregular cavalry discovered a force of 300 Zulus at the settlement of eZulaneni near Zungeni Mountain. The horsemen charged and scattered the Zulus, burnt the settlement, and withdrew after coming under fire from Zulus who threatened to surround them. Reinforced by more irregulars and a force of regular cavalry, two British squadrons approached the Zulu position, but could not close as the Zulus were in an area of bushes and long grass. Zulu fire killed a British officer; the British withdrew after the Zulus moved to outflank them. British casualties were one killed and two wounded; two months later, the remains of 25 Zulus were found on the battlefield. After the skirmish the British paused before proceeding further into Zululand, where they decisively defeated the Zulus at the 4 July Battle of Ulundi. (Full article...)",https://en.wikipedia.org/wiki/Zungeni_Mountain_skirmish
2026-03-10 02:43:06 EDT,"The Duckport Canal was constructed by Union forces during the Vicksburg campaign of the American Civil War. Ordered built in late March 1863 by Major General Ulysses S. Grant, the canal stretched from the Mississippi River near Duckport, Louisiana, to New Carthage, Louisiana, and utilized a series of bayous for much of its path. It was intended to provide a water-based supply route for a southward movement against Confederate-held Vicksburg, Mississippi (area map shown), as high water levels made overland travel difficult. The digging was done by 3,500 soldiers from Grant's army and was finished on April 12. The next day, the levee separating the canal cut and the river was breached, and water flowed into the canal. Trees in the bayous and water levels as low as 6 inches (15 cm) hampered the use of the canal, and the project was abandoned on May 4. Only one vessel ever passed from the river to New Carthage through the canal. After a lengthy siege, Vicksburg surrendered on July 4. (Full article...)",https://en.wikipedia.org/wiki/Duckport_Canal
2026-03-11 02:45:58 EDT,"The 1876 FA Cup final  was an association football match between Wanderers F.C. and Old Etonians F.C. on 11 March 1876 at the Kennington Oval in London. The Wanderers had won the FA Cup (trophy used at the time pictured) twice, while the Etonians were playing their second consecutive final. Both teams had conceded only one goal in the four earlier rounds of the competition. The match ended in a 1–1 draw, the second consecutive FA Cup final to finish level and require a replay. John Hawley Edwards scored for the Wanderers, but the Etonians equalised with a goal credited in modern publications to Alexander Bonsor. A week later, the teams met again at the same venue. The Etonians were forced to make several changes to their line-up due to players being unavailable, and the Wanderers won 3–0. Charles Wollaston and Thomas Bridges Hughes scored a goal apiece in a five-minute spell before half-time, and Hughes added the third early in the second half. (This article is part of a featured topic: Wanderers F.C.)",https://en.wikipedia.org/wiki/1876_FA_Cup_final
2026-03-12 02:49:57 EDT,"The Young Head coinage consists of the issues of British coins with an obverse bust of Queen Victoria first used in 1838 while she was still a teenager. The bust was designed by William Wyon and remained on some British coins until 1887, by which time she was almost 70 years of age and had ceased to resemble her depiction. The young queen sat for Wyon in August and September 1837. Wyon then created his coinage portrait of her, which was approved in February 1838, and production began later that year. Some of the new coins had reverses by Wyon, others by Jean Baptiste Merlen. The new issue produced generally favourable reactions, especially the Una and the Lion reverse used for the five-pound piece. The Young Head portrait was finally replaced by the Jubilee bust in 1887. Wyon's Young Head bust was reproduced on coins for British dependencies and imitated on private issues of tokens. Both the portrait and the Una reverse appeared on British commemorative coins in 2019. (Full article...)",https://en.wikipedia.org/wiki/Young_Head_coinage
2026-03-13 02:46:21 EDT,"Swift Justice is an American detective drama television series created by Dick Wolf (pictured) and Richard Albarino that aired for one season on UPN from March 13 to July 17, 1996. It follows former Navy SEAL Mac Swift (James McCaffrey), a private investigator who was fired from the New York City Police Department. He receives support from his former partner Detective Randall Patterson (Gary Dourdan) and his father Al Swift (Len Cariou). Episodes were filmed on location in New York. Critics noted its emphasis on violence, specifically in the pilot episode's opening sequence, comparing it to the crime drama The Equalizer (1985–1989) and the 1988 film Die Hard. UPN canceled the program after receiving complaints from viewers, advertisers, and critics of its violent scenes. Wolf considered the cancellation a mistake due to the show's good ratings. The series was praised for its visuals and McCaffrey's performance, but criticized as being either too violent or formulaic. (Full article...)",https://en.wikipedia.org/wiki/Swift_Justice
2026-03-14 02:40:54 EDT,"The number π (pi) is a mathematical constant, approximately equal to 3.14159, that is the ratio of a circle's circumference to its diameter. It is an irrational number, meaning that it cannot be expressed exactly as a ratio of two integers, though it is sometimes approximated as .mw-parser-output .sfrac{white-space:nowrap}.mw-parser-output .sfrac.tion,.mw-parser-output .sfrac .tion{display:inline-block;vertical-align:-0.5em;font-size:85%;text-align:center}.mw-parser-output .sfrac .num{display:block;line-height:1em;margin:0.0em 0.1em;border-bottom:1px solid}.mw-parser-output .sfrac .den{display:block;line-height:1em;margin:0.1em 0.1em}.mw-parser-output .sr-only{border:0;clip:rect(0,0,0,0);clip-path:polygon(0px 0px,0px 0px,0px 0px);height:1px;margin:-1px;overflow:hidden;padding:0;position:absolute;width:1px}⁠22/7⁠. Its decimal representation never ends, nor does it enter a permanently repeating pattern. The digits of π appear to be evenly distributed, but no proof of this conjecture has been found. It appears in many formulae in mathematics and physics, and for thousands of years mathematicians have computed its value with increasing accuracy. Since the late 20th century, mathematicians and computer scientists have extended the decimal representation of π to many trillions of digits. Many equations from trigonometry and geometry rely on π, especially those concerning circles and spheres. A transcendental number, π is one of the most widely known mathematical constants. (Full article...)",https://en.wikipedia.org/wiki/Pi
2026-03-15 02:52:02 EDT,"Zenobia (c. 240 – c. 274) was the queen of the Palmyrene Empire. Her husband Odaenathus became king in 260 and elevated Palmyra's power in the Near East by defeating the Sassanians and stabilizing the Roman East. After his assassination, she became the regent of her son Vaballathus and held de facto power throughout his reign. In 270, Zenobia launched an invasion which brought most of the Roman East under her sway, culminating with the annexation of Egypt. In reaction to Roman emperor Aurelian's campaign in 272, Zenobia declared Palmyra's secession from Rome, naming her son emperor and assuming the title of empress. The Romans were victorious after heavy fighting; the queen was besieged in her capital and captured by Aurelian. He exiled her to Rome, where she spent the remainder of her life. Zenobia fostered a multicultural and intellectual environment in her court, which was open to scholars and philosophers. Her biography has inspired historians, artists and novelists. (Full article...)",https://en.wikipedia.org/wiki/Zenobia
2026-03-16 03:11:22 EDT,"Yan Ruisheng is a 1921 Chinese silent film directed by Ren Pengnian, starring Chen Shouzi and Wang Caiyun. A docudrama based on the murder of Wang Lianying the previous year, it follows a young man named Yan Ruisheng who kills a courtesan to steal her jewellery. When the crime is discovered, he and his accomplices flee, but Yan is captured and executed. China's first full-length feature film, Yan Ruisheng was produced as domestic short films were becoming increasingly common. It emphasized accuracy to real life in its casting and setting; the stars were chosen based on their physical resemblance to those involved, while extensive use of location shooting allowed scenes to be set in places associated with the murder. A commercial success upon release, the critical reception of its technical aspects was positive but the subject matter was challenged and the film faced several calls for banning. The film is thought to be lost. (Full article...)",https://en.wikipedia.org/wiki/Yan_Ruisheng
2026-03-17 02:59:47 EDT,"The Corleck Head is a 1st or 2nd century AD three-faced Irish stone idol discovered in Drumeague in County Cavan c. 1855. It may have been buried, perhaps about 900–1200 AD, possibly due to its paganism and association with human sacrifice. Its dating is based on its iconography, similar to that of contemporary Celtic art artefacts. It is believed to depict a Celtic god and was intended to be placed on top of a larger shrine. The head is carved from a single block of limestone into three simply described faces, each with similar features, including protruding eyes, thin and narrow mouths and enigmatic expressions. The faces may depict all-knowing, all-seeing gods representing the unity of the past, present and future. The head is assumed to have been intended for ceremonial use on the nearby Corleck Hill, a major religious centre at the time and a site for celebration of the Lughnasadh, a pre-Christian harvest festival. It is on permanent exhibit at the National Museum of Ireland. (Full article...)",https://en.wikipedia.org/wiki/Corleck_Head
2026-03-18 02:57:22 EDT,"The Appellate Division Courthouse of New York State, in the Flatiron District of Manhattan in New York City, is used by the First Department of the New York Supreme Court's Appellate Division. The original three-story building, at the northeast corner of Madison Avenue and 25th Street, was designed by James Brown Lord in 1899. A six-story annex to the north, designed by Rogers & Butler, was completed in 1955, as was a renovation of the original structure. The courthouse's facade, made primarily of marble, originally had 21 sculptures, of which one was removed in 1955. The building's roof also contains the sculpture NOW by Shahzia Sikander, and its annex includes a Holocaust memorial by Harriet Feigenbaum. The courthouse was renovated in the 1980s and the 2000s; its architecture has received largely positive commentary. The Appellate Division Courthouse is listed on the National Register of Historic Places, and its facade and interior are both New York City landmarks. (Full article...)",https://en.wikipedia.org/wiki/Appellate_Division_Courthouse_of_New_York_State
2026-03-19 02:53:54 EDT,"Hurricane Hilary was a large and intense Pacific hurricane in August 2023 that brought torrential rainfall to the Pacific Coast of Mexico and the Southwestern United States, resulting in widespread flooding. It was the eighth named storm, sixth hurricane, and fourth major hurricane of the active and highly destructive 2023 Pacific hurricane season. Hilary originated from a tropical wave south of Mexico on August 16, and became a hurricane a day later. It underwent rapid intensification, reaching maximum sustained winds of 140 mph (220 km/h) on August 18, making it a Category 4 storm on the Saffir–Simpson scale. Thousands of people evacuated to shelters as ports closed along the Pacific Coast of Mexico. In anticipation of ""catastrophic and life-threatening flooding"", the National Hurricane Center issued its first-ever tropical storm warning for Southern California, extending from the Mexico–U.S. border to just north of Los Angeles. Death Valley National Park closed for two months. (Full article...)",https://en.wikipedia.org/wiki/Hurricane_Hilary
2026-03-20 02:50:20 EDT,"Robert Poore (20 March 1866 – 14 July 1938) was an Anglo-Irish cricketer and British Army officer. He featured most prominently in first-class cricket playing county cricket for Hampshire, where he gained a reputation as a batsman. Poore also played first-class cricket in India for the Europeans in the Bombay Presidency Matches. He began his military service in the Volunteer Force with the 3rd (Royal Wiltshire Militia) Battalion of the Wiltshire Regiment. From there, he transferred to the 7th Hussars. Poore served in the Second Matabele War in Southern Africa and later in the Second Boer War from 1899 to 1902, during which he was seconded to the Mounted Military Police and served as provost marshal at Army Headquarters Pretoria. Decorated with the Distinguished Service Order during the war, Poore served in the First World War between 1914 and 1918, commanding the Jhansi Brigade of the British Indian Army, for which he was appointed Companion of the Order of the Indian Empire. (Full article...)",https://en.wikipedia.org/wiki/Robert_Poore
2026-03-21 02:38:03 EDT,"Arthur Sullivan  (1842–1900) was an English composer best known for his operatic collaborations with the dramatist W. S. Gilbert. Among his early works were a ballet, a symphony, a cello concerto and a one-act comic opera, Cox and Box, which is still widely performed. He wrote his first opera with Gilbert, Thespis, in 1871. The impresario Richard D'Oyly Carte in 1875 engaged Sullivan to write the music for a one-act piece, Trial by Jury, with a libretto by Gilbert. Its box-office success led the partners to create 12 full-length comic operas, including H.M.S. Pinafore, The Pirates of Penzance and The Mikado. Sullivan's only grand opera, Ivanhoe, though initially successful in 1891, has rarely been revived. His works include 24 operas, 11 major orchestral works, 10 choral works and oratorios, 2 ballets, incidental music to several plays, and numerous church pieces, songs, and piano and chamber pieces. His hymns and songs include ""Onward, Christian Soldiers"" and ""The Lost Chord"". (Full article...)",https://en.wikipedia.org/wiki/Arthur_Sullivan
2026-03-22 02:44:49 EDT,"Chris Redfield is a character in Resident Evil (Biohazard in Japan), a survival horror video game series created by the Japanese company Capcom. He was introduced as one of the two playable characters of the original Resident Evil, which was released on March 22, 1996, appearing with his partner Jill Valentine as members of the Raccoon Police Department's Special Tactics and Rescue Service (S.T.A.R.S.) unit. Chris and Jill fight against the Umbrella Corporation, which creates zombies and other bio-organic weapons through bioterrorism. Later, the pair become founding members of the United Nations' Bioterrorism Security Assessment Alliance (BSAA). Chris is the protagonist in several Resident Evil games, novels, and films, and has also appeared in other game franchises. In later games, his features were based on New Zealand model Geordie Dandy. Critics have been polarized in their discussions of Chris, and several publications consider him one of the sexiest video game characters. (Full article...)",https://en.wikipedia.org/wiki/Chris_Redfield
2026-03-23 03:05:01 EDT,"Ethan Hawke (born 1970) is an American actor, author and filmmaker whose career on screen and stage has spanned over four decades. Known for his versatile range of roles—often in art films—and collaborations with director Richard Linklater, he made his film debut in Explorers (1985) and gained fame with Dead Poets Society (1989), Reality Bites (1994), Gattaca (1997) and Great Expectations (1998). He was nominated for Academy Awards for his roles in Training Day (2001), Boyhood (2014) and Blue Moon (2025), as well as for screenwriting two films from the Before trilogy (1995–2013), in which he also starred. Hawke saw commercial success with Sinister (2012), The Purge (2013), The Magnificent Seven (2016) and the Black Phone films (2021–2025). He made his Broadway debut in 1992 in Anton Chekhov's The Seagull and was nominated for a Tony Award in 2007 for his performance in Tom Stoppard's The Coast of Utopia. Hawke has authored five books and has four children from his two marriages. (Full article...)",https://en.wikipedia.org/wiki/Ethan_Hawke
2026-03-24 02:59:35 EDT,"""Despre tine"" (Romanian for 'About You') is a dance-pop song by the Moldovan band O-Zone, released as a single by Media Services in Romania around December 2002. Written and produced by the band's founder Dan Balan (pictured), it was included on a reissue of their second studio album Number 1 (2002) and later on their third studio album DiscO-Zone (2003). ""Despre tine"" was recorded in September 2002 at the MOF Records studio with the assistance of Bogdan Popoiag. Following the international success of O-Zone's 2003 single ""Dragostea din tei"", ""Despre tine"" was re-released in select European markets in August 2004. At the MTV Romania Music Awards 2003, ""Despre tine"" won Best Song and Best Dance. It also received a nomination for Best Dance-Pop Song at the Radio România Actualități Awards the same year. It topped the Romanian Top 100 in 2003 and reached number one in Norway in 2004. The song was certified double gold in Romania and gold in France. (Full article...)",https://en.wikipedia.org/wiki/Despre_tine
2026-03-25 02:57:58 EDT,"The Loveday of 1458 was a ritualistic reconciliation between warring factions of the English nobility at St Paul's Cathedral on 25 March 1458. It followed the start of the Wars of the Roses in 1455 and was the result of long negotiations initiated by King Henry VI to resolve the lords' rivalries. The result of these efforts was a settlement of some grievances and a public display of friendship. A procession went from Westminster Palace to St Paul's, with adversaries walking together, holding hands. Contemporaries varied in their views of the accord. Some wrote verses expressing hope that it would lead to new-found peace and prosperity; others were more pessimistic. In the long run, the King's Loveday and its agreements had no long-lasting benefit. Within a few months, petty violence between the lords had broken out again. Historians debate who—if anyone—gained from the 1458 Loveday, as the war it was intended to prevent was only deferred. (Full article...)",https://en.wikipedia.org/wiki/Loveday_(1458)
2026-03-26 03:11:39 EDT,"Massospondylus is a genus of sauropodomorph dinosaur that lived in southern Africa during the Early Jurassic, between 201 and 184 million years ago. It was described by Richard Owen in 1854 and is one of the first dinosaurs to have been named. Although the original fossils were destroyed in London during a bombing raid in World War II, a plethora of specimens have since been assigned to the genus, making it one of the best-known sauropodomorphs from the Early Jurassic. The genus contains two valid species, M. carinatus and M. kaalae. It was 4 to 6 metres (13 to 20 ft) long, with a long neck and tail, a small head, and a slender body. It moved on two legs and was probably a plant-eater. Clutches of eggs have been found, some of which contained embryos. Individuals accelerated or slowed down their growth depending on environmental factors such as food availability. The oldest known specimen was around 20 years of age. (Full article...)",https://en.wikipedia.org/wiki/Massospondylus
2026-03-27 03:01:46 EDT,"The Boat Races 2016 (also known for sponsorship reasons as The Cancer Research UK Boat Races) took place on 27 March 2016. The Boat Race is an annual set of side-by-side rowing races between crews from the universities of Oxford and Cambridge along a 4.2-mile (6.8 km) stretch of the River Thames in south-west London. For the first time in the history of the event, the men's, women's and both reserves' races were held on the Tideway on the same day. Trials for the race took place on the Championship Course in December 2015, and the selected crews took part in several practice races in the build-up to the main event. The weigh-in for the men's and women's races took place on 1 March 2016, with both Cambridge's men and women the heavier crews. Pre-race betting had Cambridge's men and Oxford's women as favourites. The men's race (trophy pictured) was won by Cambridge by two and a half lengths, taking the overall record in the event to 82–79 in their favour. (Full article...)",https://en.wikipedia.org/wiki/The_Boat_Races_2016
2026-03-28 02:53:55 EDT,"Octopussy and The Living Daylights is the fourteenth and final James Bond book written by Ian Fleming (pictured). The book is a collection of short stories, published in the United Kingdom by Jonathan Cape on 23 June 1966, after Fleming's death in August 1964. The book originally contained two stories, ""Octopussy"" and ""The Living Daylights""; later editions also included ""The Property of a Lady"" and subsequently also ""007 in New York"". The stories first appeared in different publications. Many elements from the stories are taken from Fleming's own interests and experiences, including climbing in Kitzbühel in Austria, wartime commando deeds, and the sea life of Jamaica. He used the names of friends and acquaintances for characters in the stories. Other elements from the stories have been used in the Bond films made by  Eon Productions, including the background for the titular character in the film Octopussy. (This article is part of a featured topic: Ian Fleming's James Bond novels and short stories.)",https://en.wikipedia.org/wiki/Octopussy_and_The_Living_Daylights
2026-03-29 02:58:42 EDT,"The Goldfinch is a painting of a chained goldfinch by Carel Fabritius, a Dutch Golden Age artist. Signed and dated 1654, it is now in the collection of the Mauritshuis in The Hague, Netherlands. The work is a trompe-l'œil oil painting on panel measuring 33.5 by 22.8 centimetres (13.2 by 9.0 in) that was once part of a larger structure, perhaps a window jamb or a protective cover. A common and colourful bird with a pleasant song, the goldfinch was used in Italian Renaissance painting as a symbol of Christian redemption and the Passion of Jesus. The Goldfinch is unusual for Dutch Golden Age paintings in the simplicity of its composition and use of illusionary techniques. After Fabritius was killed in the gunpowder explosion that destroyed much of the city of Delft in 1654, the painting was lost for more than two centuries before its rediscovery in Brussels. It plays a central role in the Pulitzer Prize–winning novel The Goldfinch by Donna Tartt, and also in its film adaptation. (Full article...)",https://en.wikipedia.org/wiki/The_Goldfinch_(painting)
2026-03-30 03:23:34 EDT,"The 2025 World Figure Skating Championships were held from March 26 to 30, 2025, at the TD Garden in Boston, Massachusetts, in the United States. Sanctioned by the International Skating Union, the World Figure Skating Championships are considered the most prestigious event in figure skating. Medals were awarded in men's singles, women's singles, pair skating, and ice dance. The competition determined the entry quotas for each skating federation to the 2026 Winter Olympics. Ilia Malinin of the United States won the men's event for the second time, while Alysa Liu (pictured), also of the United States, won the women's event while accomplishing a personal-best score in the short program and free skating routines. Riku Miura and Ryuichi Kihara of Japan won the pairs event, earning their second title, and Madison Chock and Evan Bates of the United States won the ice dance event for the third consecutive year. (Full article...)",https://en.wikipedia.org/wiki/2025_World_Figure_Skating_Championships
2026-03-31 03:07:49 EDT,"The 1937 tour of Germany by the Duke and Duchess of Windsor was opposed by the British government, which feared that Nazi Germany would use the visit for propaganda. After Edward VIII's abdication in December 1936, his brother George VI became king. Given the title of Duke of Windsor, Edward married Wallis Simpson in June 1937. He appeared to have been sympathetic to Germany in this period and announced his intention to travel there privately to tour factories. He promised the British government that he would keep a low profile, and the tour went ahead between 12 and 23 October. The Windsors visited factories, many of which were producing materiel as Germany rearmed, and the Duke inspected German troops (pictured). They dined with prominent Nazis, including Joseph Goebbels, Hermann Göring, Joachim von Ribbentrop and Albert Speer, and also had tea with Adolf Hitler at his house at Berchtesgaden. (Full article...)",https://en.wikipedia.org/wiki/1937_tour_of_Germany_by_the_Duke_and_Duchess_of_Windsor
2026-04-01 03:15:13 EDT,"Dirty Dick, real name Nathaniel Bentley (c. 1735 – 1809), was an English merchant known for his filthy appearance. Once nicknamed ""the beau of Leadenhall Street"", in his late thirties Bentley became parsimonious and stopped cleaning himself and his shop. He and his shop became well known and were lampooned in the press. People visited the outlet to see the squalor and noted that he was polite and had impeccable manners. Rumours circulated that he had not washed since his fiancée had died on their wedding eve and that he had locked the dining room, complete with the wedding feast, and left it to moulder. Bentley moved out of his shop in 1804 and its contents were sold off. A publican purchased some of the contents, including mummified rats and cats, and used them to decorate his pub, which he renamed Dirty Dicks. Bentley died in Scotland. His story was known by the writer Charles Dickens, and Bentley's locked dining room may have inspired the locked room of Miss Havisham in Great Expectations. (Full article...)",https://en.wikipedia.org/wiki/Dirty_Dick
2026-04-02 03:06:58 EDT,"The pied butcherbird (Cracticus nigrogularis) is a songbird native to Australia. Described by John Gould in 1837, it is 28 to 32 cm (11 to 12.5 in) long. It has a pale hooked bill and a black head, throat and mantle. Much of the tail and wings is also black, and the neck, underparts and outer wing feathers are white. The juvenile and immature birds are predominantly brown and white. There are two recognised subspecies. Within its large range, the pied butcherbird is generally non-migratory. Common in woodlands and in urban environments, it is carnivorous, eating insects and small vertebrates, including birds. A tame and inquisitive bird, the pied butcherbird has been known to accept food from humans. It nests in trees, constructing a cup-shaped structure out of sticks and laying two to five eggs. Some mated pairs benefit from cooperative breeding, in which other birds help feed the young and defend the nest. (Full article...)",https://en.wikipedia.org/wiki/Pied_butcherbird
2026-04-03 03:03:00 EDT,NA,https://en.wikipedia.org/wiki/Three_Studies_for_Figures_at_the_Base_of_a_Crucifixion
2026-04-04 02:55:57 EDT,"Apollo 6 (flown April 4, 1968) was the third and final uncrewed flight in the United States' Apollo program and the second test of the Saturn V launch vehicle. Apollo 6 was intended to show that the Saturn V's third stage, the S-IVB, could propel itself and the Apollo spacecraft to lunar distances. Once components arrived at Kennedy Space Center, testing proceeded slowly, often delayed by testing of the Saturn V intended for Apollo 4, but once that launched, there were fewer delays. NASA planned a flight of about ten hours, but during launch (pictured) vibrations damaged some of the Rocketdyne J-2 engines, and the resulting parking orbit was more elliptical than planned. The third-stage engine failed to restart, and flight controllers elected to repeat the flight profile of Apollo 4, achieving a high orbit and high-speed return. Despite the engine failures, the flight qualified the Saturn V for crewed launches, and it was first used for crewed flight in December 1968 with Apollo 8. (Full article...)",https://en.wikipedia.org/wiki/Apollo_6
2026-04-05 03:00:59 EDT,"The Easter Oratorio, BWV 249, is one of three oratorios composed by Johann Sebastian Bach for high holiday services of the Lutheran church in Leipzig. He wrote an autograph score (page pictured) in 1738, but had already composed the music in 1725 for two works: the congratulatory Shepherd Cantata and a church cantata for Easter. The text of the Shepherd Cantata was written by Picander, in his first documented collaboration with Bach. Picander may also have adapted the text for the Easter work, using unusually neither Biblical text nor chorales. Both works are musical dramas involving male and female characters, which, in the cantata, are from the Biblical Easter narratives. The music is structured in eleven movements, and scored for a festive Baroque instrumental ensemble of three trumpets, timpani, a variety of wind instruments, strings and continuo. Bach performed the Easter Oratorio in 1749, the year before his death. (Full article...)",https://en.wikipedia.org/wiki/Easter_Oratorio
2026-04-06 03:24:08 EDT,"The Duffield Memorial is a gravesite monument located in the churchyard of the Church of St Mary in Great Baddow, England. Designed by Herbert Maryon and installed in 1912, it commemorates Marianne and W. W. Duffield, who died in 1910 and 1912, respectively. A second plaque commemorates their son, W. B. Duffield, who died in 1918. The memorial is made of riveted sections of bronze sheet metal and comprises edging and a vertical cross. The edging follows the rectangular perimeter of the grave plot, with short pillars at each corner. Within the plot sits a Celtic wheel cross, decorated in relief with leaflike motifs. A curved shaft connects it to the foot; both the shaft and the four-sided base upon which it is mounted have curved and splayed sides. The plaques commemorating the Duffields are riveted to the base; a medallion, now lost, was once riveted to the centre of the cross. In 2022, Historic England designated the work a Grade II listed building, noting its unusual Art Nouveau metalwork. (Full article...)",https://en.wikipedia.org/wiki/Duffield_Memorial
2026-04-07 03:12:16 EDT,"Interstate 205 (I-205) is an Interstate Highway in the Portland metropolitan area of Oregon and Washington, United States. The north–south freeway is 37 miles (60 km) long and serves as a bypass route for I-5 east of Portland. Such a highway was conceived in a 1943 plan for the area, and in the 1950s was included in preliminary plans for the Interstate Highway System. Construction began in 1967 with work on the Abernethy Bridge over the Willamette River, which opened in 1970. By 1972, I-205 was extended west to Tualatin and north to Gladstone, but the Portland section was delayed by political opposition until 1977. The Glenn L. Jackson Memorial Bridge (pictured), spanning the Columbia River between Portland and Vancouver, opened on December 15, 1982. The remaining 6.6 miles (10.6 km) in Portland opened on March 8, 1983. From Oregon City to Vancouver, the corridor is paralleled by a multi-use bicycle and pedestrian trail, as well as portions of the MAX Light Rail system. (Full article...)",https://en.wikipedia.org/wiki/Interstate_205_(Oregon%E2%80%93Washington)
2026-04-08 03:12:25 EDT,"Mališan was a CB-class midget submarine that served in the Yugoslav Navy (JRM) from 1953 to 1957. Laid down for the Italian Navy during World War II as CB-20, she was intended for harbour defence and anti-submarine warfare tasks, but was incomplete at the time of the Italian surrender in September 1943. The unfinished boat was captured by the Germans and completed by March 1944. Handed over to the navy of the Italian Social Republic – a wartime German puppet state – she was captured by Yugoslav forces at the end of the war. She was repaired and commissioned in a training role by the JRM. In 1959, she was donated to the Technical Museum in Zagreb as a museum ship, and was on display for almost 50 years before undergoing an extensive restoration between 2008 and 2010. The restored submarine (pictured) returned to public display on 8 April 2010. The decision to revert to its original Italian paint scheme and designation as part of the restoration has been criticised. (Full article...)",https://en.wikipedia.org/wiki/Yugoslav_submarine_Mali%C5%A1an
2026-04-09 03:16:53 EDT,"Constantine (820s or 830s – before 836) was an infant prince of the Amorian dynasty who briefly ruled as co-emperor of the Byzantine Empire sometime in the 830s, alongside his father Theophilos. He was born to Theophilos and his wife, Empress Theodora. When naming Constantine, his father defied standard naming conventions, as his son was not named after his father Michael II. Most information about Constantine's short life and titular reign is unclear, although it is known that he was born sometime in the 820s or 830s and was installed as co-emperor soon after his birth. He appears on the coinage issued under his father, albeit addressed as despot (not a formal title, but an honorific interchangeable with basileus, i.e. emperor) on gold coins, but with no title at all on bronze ones. He died sometime before 836, possibly after falling into a palace cistern. His parents buried him in a sarcophagus made of Thessalian marble in the Church of the Holy Apostles. (Full article...)",https://en.wikipedia.org/wiki/Constantine_(son_of_Theophilos)
2026-04-10 03:31:14 EDT,"Ojos del Salado is a dormant complex volcano in the Andes on the Argentina–Chile border. It is the highest volcano on Earth and the highest peak in Chile. The complex extends over an area of 70 to 160 square kilometres (27 to 62 sq mi) and its highest summit reaches an elevation of 6,893 metres (22,615 ft) above sea level. The mountain has extremely dry conditions, which prevent the formation of substantial glaciers and a permanent snow cover. Despite the arid climate, there is a permanent crater lake about 100 metres (330 ft) in diameter at an elevation of 6,480 to 6,500 metres (21,260 to 21,300 ft) within the summit crater and east of the main summit. This is the highest lake of any kind in the world. An international highway between Argentina and Chile crosses north of the mountain. During the middle of the 20th century, there was a debate on whether Ojos del Salado or Aconcagua was the highest mountain in South America that was eventually resolved in favour of Aconcagua. (Full article...)",https://en.wikipedia.org/wiki/Ojos_del_Salado
2026-04-11 02:56:51 EDT,"On 11 April 1951, General Douglas MacArthur was relieved of command by U.S. president Harry S. Truman (both pictured) after making statements that contradicted the administration's policies. MacArthur was a popular hero of World War II, achieving the rank of General of the Army, and his relief remains a controversial topic in civil–military relations. After North Korea invaded South Korea in June 1950, starting the Korean War, MacArthur won the Battle of Inchon, but the following invasion of North Korea on Truman's orders led to China inflicting a series of defeats. MacArthur was compelled to withdraw from North Korea and, after the military situation had stabilized, Truman relieved him, creating a constitutional crisis. The United States Senate held an inquiry into the military situation and the circumstances surrounding MacArthur's relief, and concluded that ""the removal of General MacArthur was within the constitutional powers of the President but the circumstances were a shock to national pride"". (Full article...)",https://en.wikipedia.org/wiki/Relief_of_Douglas_MacArthur
